Speaker Id,FirstName,LastName,TagLine,Bio,timezone,City,Country,Ninja,LinkedIn,Blog,Twitter,Company Website,Profile Picture
0baf59fb-f0f8-49b0-863d-aa6692d44f2d,Dr. Julian,Gruemmer,Research Associate at Friedrich-Alexander-University,"Dr. Julian Gruemmer is a research associate of accounting and auditing at Friedrich-Alexander University, Germany. His work focuses on personal networks and their impact on the performance of companies. Julian has his best ideas when he is on his bike or drinking a coffee.",,,,Not checked,https://www.linkedin.com/in/julian-grümmer-683055213/,,,https://www.pw.rw.fau.de/lehrstuhl/team/julian-gruemmer/,https://sessionize.com/image/6df4-400o400o2-NG9HtuGVL7hVr6rMVNrkqD.jpg
0d166c94-48f2-4cea-805b-6df967a90d92,Anton,Persson,"Software Engineer on Kernel Team at Neo4j, Mindfulness teacher",Anton has been part of Neo4j Engineering team since 2016 and has been spending most of his time on indexing. In addition he hosts a guided meditation session in the office every Friday.,GMT+1,Malmö,Sweden,Not checked,,,,,https://sessionize.com/image/3723-400o400o2-47ZH23eS1pjkAbPWPJCmTp.jpg
0feebb32-2950-4da1-886f-111f0e27d4ed,Jan,Zak,Senior Software Engineer at MANTA,"Jan Zak is a software engineer and consultant, specializing in high-performance graph and geospatial applications. He is an author of several open-source libraries and a frequent contributor. Currently he is in charge of the ongoing migration from embedded to standalone Neo4j in MANTA.",GMT+1,,,Checked,https://www.linkedin.com/company/getmanta/,https://medium.com/manta-engineering-blog,https://twitter.com/get_manta,https://getmanta.com,https://sessionize.com/image/7d31-400o400o2-9Bw5kSRPS5ySpz3qVFqNhC.jpg
1072622f-3c07-4256-8a51-0ecbb22044f0,Dave,Voutila,Sales Engineering Manager at Neo4j,"A flatlander now living in Vermont (USA), Dave's been a part of Neo4j's field team since 2019. He's proudly never seen ""Jerry Maguire"" and intends to keep it that way.",,,,Not checked,https://www.linkedin.com/in/davevoutila/,https://sisu.io,https://twitter.com/voutilad,https://neo4j.com,https://sessionize.com/image/44e6-400o400o2-ENcDGKksb9xhajqF2PzPcn.jpg
13013c56-acad-487b-80cf-aefd2477775f,Max,Andersson,"Neo4j, Developer Advocate","Max is a DevOps Engineer/Advocate at Neo4j with a background in building, migrating, deploying, configuring, and educating in cloud computing and distributed systems. Currently managing infrastructure for thousands of databases weekly. Previously, Max has worked as a consultant with many clients ranging from startups to enterprises handling deployments on multiple cloud providers. Max is an easy-going and value-driven individual who, in his spare time loves skiing and traveling.",GMT+1,,,,https://www.linkedin.com/in/maxanderssons/,https://www.maxandersson.net/,https://twitter.com/maxyloon,https://neo4j.com/,https://sessionize.com/image/5052-400o400o2-VvLYqZb6vXBMQtD9RMVydF.jpg
1406d9a1-b5c1-433c-877d-79ff69add957,Anton,Kalik,"Senior Software Engineer at CoverWallet, an Aon company","Hi. I am Software Engineer with strong skills in building complex scalable services using React / Node JS / JavaScript / Typescript / Graphql / Apollo / MongoDB / Postgres / Micro-services / AWS / Docker. I have genuine passion for all sides of software development. When I was a child I tried to play with basic programming language, now I play with a whole orchestra from different technologies.","GMT+2, GMT+1, GMT+3, GMT+0",,,,https://www.linkedin.com/in/antonkalik/,https://medium.com/@antonkalik,https://twitter.com/idedycom,https://coverwallet.com,https://sessionize.com/image/0f52-400o400o2-TFmoQgNPQ8rwWdHHAH423f.jpg
14e6ce08-cdcb-4fe1-9eb9-894b34d52c6c,Ron,Henkel,Researcher at Medical Informatics Department of University Medicine Greifswald,"Ron Henkel  is a researcher at the Medical Informatics Laboratory (MILA) at the University of Greifswald Medical School.
",GMT+1,,,Not checked,,,,,https://sessionize.com/image/02ea-400o400o2-RuqXNfiyXr8rXExYfH5Pf9.jpg
1533a837-379b-4217-9f58-881210283cf7,Smita,Padhy,"Senior Manager, Cloud Data Architect, and Graph Practice Lead at Accenture ","Smita Padhy is Senior Manager, Cloud Data Architect and Graph Practice Lead at Accenture. She is passionate about purpose-driven solutions using data and the cloud and enjoys exploring new technologies. She is pursuing her current area of interest as AWS Innovation chapter lead and graph database practice lead, giving her a chance to interact, learn, incubate, and shape new ideas.",,,,Not checked,,,,,https://sessionize.com/image/30f0-400o400o2-wYyZdUQQDENd9b3DBXdLjJ.png
183bdce8-839e-4cef-bf4d-c0548fac24b8,Paul,Blewett,"Enterprise Product Manager, Cloud at Neo4j",Paul Blewett is an Enterprise Product Manager for Cloud at Neo4j.,GMT+0,,,Not checked,,,,,https://sessionize.com/image/959a-400o400o2-NY9xvBWw24fY6sQDJHTcqJ.jpg
18b16890-7e83-4f75-9142-39a290af28a6,Kevin,Hu,网帅科技，清华大学数字交通未来技术研究中心，数字交通，知识图谱，时空人工智能，数据科学全流程解决方案的工程实践与创新,"教授级高级工程师，清华大学创新领军工程博士
网帅科技（北京）有限公司创始人，董事长
清华大学无锡应用技术研究院数字交通未来技术研究中心执行主任
公安部交通管理科学研究所特聘顾问
云南、广西、河北公安厅交通管理局大数据首席技术顾问
",GMT+8,,,,,,,https://www.netcommander.cn,https://sessionize.com/image/8da8-400o400o2-VeJEPvmadT2s7HfE8QFRbP.jpg
1c7bc037-c71b-40dc-a0c9-af440edaab79,Vasilis,Panagiotopoulos,Ph.D. Candidate at University of West Attica and Research Scientist at Cloudpharm PC,"Vasilis Panagiotopoulos holds an integrated master’s in biomedical engineering from the Dept. of Biomedical Engineering, University of West Attica, Greece. He is currently a Ph.D. candidate in the same department while being a junior research scientist at Cloudpharm PC. His dissertation is focused on transmembrane receptor bioactive molecule search and structure-activity studies using molecular modeling and machine learning methods.",GMT+3,,,Not checked,,,,,https://sessionize.com/image/e471-400o400o2-sWjytBtC6LA3U94vznaVkA.jpg
1d16ed7a-9a17-4957-ad6d-50cf58a9a659,Alfredo,Rubin,Consulting Engineer at Neo4j,Alfredo Rubin is a consulting engineer at Neo4j. In his free time he loves travelling and discovering new food cultures,GMT+2,,,Not checked,,,,,https://sessionize.com/image/0223-400o400o2-hCbDQb6crBiPqwF4bk7nnC.jpg
1e4fcc53-8d62-4bc6-a9e5-1c10a1b3a282,Gerrit,Meier,Software Engineer at Neo4j,"Gerrit Meier ist leidenschaftlicher Softwareentwickler und arbeitet als Software Entwickler bei Neo4j. Neue Technologien, Ideen und Ansätze, auch abseits seines technologischen Schwerpunktes, motivieren ihn immer wieder zum Ausprobieren und Verstehen. Da er dieses als eine der wichtigsten Kompetenzen in der Softwareentwicklungswelt sieht, bemüht er sich sowohl beruflich als auch privat, dieses Wissen und den Spaß am ""Einfach-mal-machen"" zu vermitteln und zugänglich zu machen. Dies ist auch einer der Gründe, aus denen Gerrit aktiv die JUG Ostfalen unterstützt.",,,,Not checked,https://www.linkedin.com/in/gerrit-meier/,http://meistermeier.com,https://twitter.com/meistermeier,,https://sessionize.com/image/e171-400o400o2-53-8d62-4bc6-a9e5-1c10a1b3a282.b6ced1fd-f7fc-4448-8d1e-07d89e4ada89.png
2263817b-a1b6-4379-bde0-e08f044d795f,Andrew,Heap,Driver Team Lead at Neo4j,Driver Team Lead,,,,Not checked,,,,,https://sessionize.com/image/114a-400o400o2-Pdh2sxjdVTpVPrU28H3fin.jpg
286b7904-0951-4466-bb3f-7fbd70bd39b5,Chintan,Desai,Consulting Engineer at Neo4j,"I am a normal human being. Love sports, travel, photography, cycling. While on work, I write code, design systems, prepare data models, integrate applications.",GMT+5,,,,https://www.linkedin.com/in/chintandesai7/,https://chintan-desai.medium.com/,,,https://sessionize.com/image/4baa-400o400o2-JR9avNh4KNwh8fhvY5wC6d.jpg
291637f0-3c5a-4b2e-96aa-99ef96293239,Simone,Ceccarelli,Larus B.A. - Chapter Lead of Data Visualization,"Simone Ceccarelli is a computer engineer and Chapter Lead of Data Visualization at Larus, B.A., where he supervises all developments related to data visualization.

He has been a research collaborator in the visualization of big data networks and also worked at Sistemi & Automazione as a data visualization engineer in the R&D group.

Simone has a Bachelor's and Master's degree in computer engineering and is the author of numerous articles about network visualization.",,,,Not checked,https://www.linkedin.com/in/simone-ceccarelli-47384a161/,,,https://www.larus-ba.it/,https://sessionize.com/image/08de-400o400o2-EtLqS2er5UzmnNEL9mrbn2.png
2b103709-5a99-40cc-bcfa-eff65d982089,Dag,Holmboe,"Clinical Education Alliance, VP Data Science","Dag Holmboe began using Neo4j in 2014 using small test data sets. In 2015-2016, Dag developed a fully function clinical decision support system using Neo4j's graph database. The full tri-partite graph included all Snomed CT and ICD 10 concepts together with a large amount of medical text in cardiology. Weighted relationships connect concepts where users could search for symptoms and receive a probabilistic differential diagnosis. 

Since then, both for work and for fun, Dag has continued to work with graph databases, graph science algorithms and machine learning to produce innovative approaches to identify and target providers of health care in the medical field. ",,,,,,,,,https://sessionize.com/image/40e7-400o400o2-GYeLgGY1gNEWKdsX1x765y.png
2bd1f8ff-e635-40e3-bae9-b7f13f670d20,Sebastian,Müller,"CTO of yWorks and Architect of yFiles, the Diagramming Library","Sebastian has spent his entire professional career on the topic of interactive graph visualization. More than 20 years ago he helped establish yWorks as the leading provider of graph visualization software development kits. Today he is CTO of the company, leading a team of more than two dozen software developers who work on the company’s visualization SDK 'yFiles'. He is a developer by heart who wants to help others get into graph and diagram visualization as smoothly as possible.",GMT+1,Tübingen,Germany,Not checked,https://www.linkedin.com/in/yguy/,https://yworks.com/blog,https://twitter.com/ySebp,https://www.yworks.com,https://sessionize.com/image/4863-400o400o2-9MmF1iAr9DxfeE7mYoC5rb.jpg
2c8c6655-227f-4c55-9896-33ed97c0c782,Mengjia,Kang,"Clinical Research Associate, Data Science at Northwestern University",Mengjia Kang is a Clinical Research Associate - Data science at Feinberg School of Medicine at Northwestern University. She has an MS in Computer Engineering from Northwestern and is passionate about data to knowledge and believes everything is connected in the universe. She also loves playing the Zither and enjoys garden work during her spare time.,GMT+5,Bolingbrook,United States,Not checked,,,,,https://sessionize.com/image/85dd-400o400o2-K2KtzFCqoF2ajiXgrHn7WE.jpg
2cf6978d-eead-49ef-aef1-87f3ac2133a1,Sony,Green,"COO, Kineviz","As COO at Kineviz, Sony Green brings a people-first approach to  operations, business development, and partner and customer relationships. Sony received his BFA in sculpture from the Rhode Island School of Design, and then studied 3D animation at the Vancouver Film School. He connected the dots between his passion for meaningful communication and the practical needs of growing businesses in his work at LucasArts, Salesforce, and several startups before joining Kineviz in 2015.",GMT-7,,,,https://www.linkedin.com/in/sony-green-9758883b/,https://medium.com/kineviz,https://twitter.com/sonygreen,https://www.kineviz.com/,https://sessionize.com/image/baf8-400o400o2-4cbeea86-441e-4390-a895-2f9a64c737c9.jpg
312c7fa3-16a8-4501-8031-8ec21beef17f,Mark,Quinsland,"Senior Field Engineer, Neo4j",Mark is a field engineer based in northern California who firmly believes he has the best job in the world.,,,,Not checked,https://www.linkedin.com/in/mquinsland/,,,,https://sessionize.com/image/3f62-400o400o2-4F7eT6CwyZnwqNxZsfeixc.jpg
315d67de-26a6-41f3-9e38-b09aa19850ff,Usha,Rengaraju,"Chief Research Officer at Exa Protocol , 3x Kaggle Grandmaster","Usha currently heads the data science research at Exa Protocol and she is the World’s first women triple Kaggle Grandmaster .She is ranked as top ten Data Scientists in India for the year 2020 by Analytics India Magazine , ranked as top ten women data scientists by Analytics Insight magazine for 2021 and also ranked as top 150 AI Leaders and Influencers by 3AI magazine .She organized NeuroAI which is India’s first-ever research symposium in the interface of Neuroscience and Data Science. She also organized the Neurodiversity India Summit which is India’s first ever conference in Neurodiversity . She is one of the winners of “ML in Action” competition organized by the ML Developer programs team at Google and her team won first place in WiDS 2022 datathon .",GMT+5,,,,https://www.linkedin.com/in/usha-rengaraju-b570b7a2/,,https://twitter.com/URengaraju,,https://sessionize.com/image/6881-400o400o2-3ay5La5V6Qwx9yvHJgqeLa.jpg
31705fb6-1406-4f02-8c42-337682d34991,Abdul,Wahid,"Data Science Institute, NUIG"," I am a final year Ph.D. researcher at Insight Center for Data Analytics, National University of Ireland (NUIG). My research interests lie at the intersection of Machine learning, Computer Vision, and Smart Manufacturing using AI. In the past, I worked as an Associate Researcher in the Software engineering Lab, Department of Computer Engineering, Chonbuk National University, South Korea. My research mainly focused on Semantic Segmentation, Person Re-Identification, and Action Recognition using Deep learning.",,,,,https://www.linkedin.com/in/abdul-wahid-a5a91368/?originalSubdomain=ie,,https://twitter.com/K_Neeil,,https://sessionize.com/image/36c0-400o400o2-szYYcRmp7dhjzEBr8DGyJ1.jpg
32bbe9b1-2b12-48f8-9b6f-0dd0757c806d,Trista,Pan,Co-Founder & CTO of SphereEx,"Trista Pan is the Co-Founder & CTO of SphereEx where she focuses on the distributed database and middleware ecosystem, as well as the open source community. Trista also used to be responsible for the design and development of the intelligent database platform of JD Digital Science and Technology. 

She is active in many community groups, including Apache Member and Incubator Mentor, Apache ShardingSphere PMC, AWS Data Hero, China Mulan Open Source Community Mentor, and Tencent Cloud TVP. 

Trista was recently voted ""Chief Technology Officer of the Year"" by the Globee Awards and has also been a recipient of the ""2020 China Open-Source Pioneer"" award, the ""2021 OSCAR 2021 Top Open Source Pioneer,"" and CSDN's 2021 ""IT Leading Personality."" Her paper, ""Apache ShardingSphere: A Holistic and Pluggable Platform for Data Sharding,"" was published on ICDE in 2022. ",GMT+8,,,Not checked,https://www.linkedin.com/in/panjuan/,,https://twitter.com/tristaZero,https://www.sphere-ex.com/,https://sessionize.com/image/c48b-400o400o2-hjPnaAAYnkFBoJhEsdunvX.jpg
340bdb42-837a-4098-aef2-8b8a0ccdb12e,Mananai,Saengsuwan,Software Developer and Data Science Enthusiast,"Mananai Saengsuwan has 20+ years of experience as a software developer in both frontend and backend development. He has worked for several Fortune 500 companies like Hewlett-Packard, United Airlines, and Ericsson, and has written articles about data science and graph analytics.
",GMT+7,,,Checked,https://www.linkedin.com/in/mananai-saengsuwan-2820082/,https://mananaisaengsuwan.medium.com/,https://twitter.com/justaprogrammer,,https://sessionize.com/image/cd0b-400o400o2-RJfSAqnzS9WubFgfiAqowt.jpg
34a67ca6-ccd5-4b2d-bea8-ead104edf2b3,Pete,Tunkis,Lead Data Scientist at Arcurve Inc.,"Pete Tunkis is Lead Data Scientist with Arcurve’s Advanced Analytics team. He has over a decade of experience in data-driven research, analytics, and project management. His strengths lie in combining deep knowledge of research best practices with industry application, adapting to changing scenarios and quickly learning, and understanding new skills and complex systems. Pete earned a Ph.D. in Political Science from The Ohio State University with a focus on behavioral analytics, and he brings with him a strong understanding in both statistical and machine learning approaches and qualitative research methodology. Before joining Arcurve, Pete worked in government, academia, banking, and insurance in Europe and the United States. Otherwise, he enjoys yelling at the TV when the Calgary Flames are losing and is always up for a game of darts.",GMT-6,,,Not checked,https://www.linkedin.com/in/petertunkis/,,,https://www.arcurve.com/,https://sessionize.com/image/4b34-400o400o2-LH4zAZSDvWJSiV9ycKLRhL.jpg
38f26a26-f28f-46a7-a3f6-5d6695a6c4cf,Sotiris,Ouzounis,"Ph.D. Candidate at Institute of Chemical Biology, National Hellenic Research Foundation","Sotiris Ouzounis holds an integrated master’s in biomedical engineering from the Dept. of Biomedical Engineering, University of West Attica, Greece. He is a Ph.D. candidate in the same department while being a member of the Biomarker Discovery & Translational Research Laboratory at the Institute of Chemical Biology, National Hellenic Research Foundation. His dissertation is focused on the computational analysis of 1D and 3D data for drug repurposing in diabetes mellitus. Sotiris has also worked on the processing and analysis of biomedical data in collaboration with the Medical Image & Signal Processing Laboratory, Dept. of Biomedical Engineering, University of West Attica, Greece. ",GMT+3,,,Not checked,,,https://twitter.com/katsila_lab,http://www.eie.gr/nhrf/institutes/icb/research_groups/KatsilaTheodora_group_en.html,https://sessionize.com/image/30ea-400o400o2-K7oB2vzXyMvXMhamoqNqrX.jpg
3b8cf973-bf14-41b9-8e9f-4e3c4cc7079d,Paul,Horn,"Software Engineer, Graph Data Science at Neo4j",Paul Horn is a Software Engineer for Graph Data Science at Neo4j.,,,,Not checked,,,,https://neo4j.com/docs/graph-data-science/current/,https://sessionize.com/image/4780-400o400o2-3c63eed4-d7fd-4d0d-932d-fddb7585226b.jpg
3f4b886c-cece-42d2-9f53-ada528d11243,Joinal,Ahmed,Data Science Advocacy and Strategy at Google,"Joinal Ahmed is a data science professional focused on building solutions with quick prototypes, community engagement, and influencing technology adoption. Drawing on deep technical knowledge, he manages cross-functional teams of data scientists, data engineers, backend developers, and SRE. Specialties include delivering end-to-end ML projects, recruiting and mentoring engineers across levels, streamlining ML & data workflows for high-performing teams, setting up best practices, and developing highly performant and reliable MLOps & data platforms to support end-to-end ML projects and analytics use cases. He has led projects in recommendation systems, ML, computer vision, and MLOps in industries spanning healthcare, e-commerce, automobile, and consulting.

An active speaker and mentor in data science, Joinal has mentored and coached more than 1,000 students while working with industry-leading companies like Upgrad, AlmaBetter, Great Learning, DPhi, Scalar, and The Sparks Foundation.",GMT+5,,,Not checked,https://linkedin.com/in/joinalahmed,https://www.google.com,https://twitter.com/joinal_ahmed,https://www.google.com,https://sessionize.com/image/4cd8-400o400o2-T2QQk4qpv9imZRrLMcmyXm.jpg
4040f556-0957-421a-bb71-c702e8983c0b,Sefik,Serengil,Software Engineer at Vorboss,"Sefik Serengil, a software engineer at Vorboss, has extensive experience working in the information technology, services industry, data science, and machine learning fields. He is skilled in Python, Java, Scala, Oracle, Hadoop, and IBM DB2. Sefik earned his MSc in Computer Science from Galatasaray University.",,,,Checked,https://www.linkedin.com/in/serengil/,https://sefiks.com/,https://twitter.com/serengil,,https://sessionize.com/image/311d-400o400o2-hgrZArcyEEd8pRdD1q6rJr.jpg
4071ac84-a3a8-473c-aaec-7f20a29c2675,Fabio,Montagna,Lead Machine Learning Engineer at GraphAware,"Fabio Montagna is a Lead Machine Learning Engineer at GraphAware. As a software engineer, he devoted most of his 15+ year career in the research field, both scientific and industrial. From neuroscience to operational oceanography through natural language processing, Fabio helped scientists to push their research forward, designing support infrastructures that are ready to be industrialized. As a bridge between science and industry, he assists with moving rapidly from scientific reasoning to product value.",GMT+1,,,Not checked,https://www.linkedin.com/in/fabiomontagna/,https://graphaware.com/blog/,,https://graphaware.com,https://sessionize.com/image/213e-400o400o2-EGDCrmDYwaLSGca65NTFj7.jpg
438715a7-5d73-444e-9310-81dc6c9b6016,Sean,Robinson,Lead Data Scientist at Graphable,"Sean Robinson is the Lead Data Scientist Consultant at Graphable. He has a BS in Computer Science, an MS in Data Science, as well as experience in software development and data science research in the financial industry. He also serves as adjunct faculty at the University of North Carolina at Charlotte's School of Data Science where he teaches Network Science and Graph Theory.",,,,Checked,,,,https://graphable.ai,https://sessionize.com/image/e90c-400o400o2-3tZ84t46CxkPSyaVW18bCV.png
441cca24-07ac-4e64-89d1-a42917288271,Chris,Engelbert,Senior Developer Advocate at TimescaleDB,"Christoph Engelbert is a developer by heart, with strong bonds to the open source world. As a seasoned speaker on international conferences, he loves to share his experience and ideas, especially in the areas of scalable system architectures and back-end technologies, as well as all things programming languages.",GMT+2,,,Not checked,,,https://twitter.com/noctarius2k,https://www.timescaledb.com,https://sessionize.com/image/c5f2-400o400o2-QFjL4vAcMV6dEUkUTotELD.jpg
44265607-c4bd-4a9b-b37b-5dc911517037,Michael,Simons,Staff Software Engineer at Neo4j,"Michael Simons is a father, husband, and athlete (the later is probably just wishful thinking).
Author of  @springbootbuch and founder of  @euregjug. 
Michael is also a Java Champion, published author, JUG leader and currently working on Spring Data and Neo4j-OGM at Neo4j.
In this role, his main focus is providing first class support of Neo4j in the Spring Environment, but he also made contributions to Testcontainers, Spring Boot, Quarkus and a lot of other projects.

Michael writes regular about Java, Software Architecture and live in general on https://info.michael-simons.eu.

All the links are on GitHub: https://github.com/michael-simons",,,,Not checked,https://www.linkedin.com/in/michael-simons-196712139/,https://github.com/michael-simons,https://twitter.com/rotnroll666,,https://sessionize.com/image/bba8-400o400o2-MX5gbB1W5m3Z72M8jYszCC.jpg
4531db2d-a07a-47d7-bfa3-3997d5aa8ec9,Sixing,Huang,Bioinformatic Research Scientist at BGI Group,"Sixing Huang is a bioinformatic research scientist at BGI Group in the Max Planck Institute for Marine Microbiology. Based in Shenzhen, China,   he considers himself a Neo4j Ninja. In addition to being a tech writer, he enjoys creating knowledge graphs about different topics using Neo4j.",,,,Checked,https://www.linkedin.com/in/sixing-huang-3a824a66/,https://medium.com/@dgg32,https://twitter.com/dgg32,https://en.genomics.cn/,https://sessionize.com/image/74a0-400o400o2-VhExdnXe3JxXg11Svo1Uch.jpg
45c49fd6-1b7b-43d0-b847-fbc206b8daf0,Kinjal,Patel,Freelancer with IQ Lab LLC,"Kinjal Patel is a freelancer with IQ Lab LLC. A contributor and active member of the Neo4j.rb group, he enjoys working in Neo4j-Ruby-driver development.",GMT+5,,,Not checked,,,,,https://sessionize.com/image/06a4-400o400o2-QoQbMP4txeaFVaC61xMULZ.jpg
